livsmedel,calorie,protein,carb,fat
Sojaprotein pulled sojaprotein stekt frysvara typ Oumph®,97,19.8,0.0,0.5
Sojaprotein bitar m. timjan vitlök stekta frysvara typ Oumph®,97,19.8,0.0,0.5
Pommes frites klyftpotatis friterad frysvara,244,2.8,25.8,13.4
Bulgur kokt m. tomat buljong olja,129,3.1,15.6,5.4
Majsdessert m. socker typ somalisk xalwo,326,0.0,39.4,18.7
Gryta auberginegryta veg. typ tapsi,41,1.2,5.2,1.3
Gryta m. kött kyckling typ tapsi,223,21.3,0.8,15.0
Fatteh veg.,143,5.2,12.8,7.1
Fatteh m. kyckling,119,7.6,10.3,4.6
Börek m. spenat fetaost veg.,206,7.6,15.8,12.1
Börek m. köttfärs,222,9.7,22.2,10.1
Pizza orientalisk,207,9.2,26.5,6.6
Pirog m. kött ugnsstekt typ sambusa,229,7.6,24.9,10.5
Pirog m. spenat ugnsstekt veg. typ sambusa,197,4.1,23.2,9.3
Pirog m. ost ugnsstekt typ sambusa,281,10.2,27.8,14.0
Pirog m. grönsaker friterad veg. typ sambusa,228,4.3,26.8,11.0
Dolma veg.,91,2.3,12.3,3.1
Grön chilisås typ basbaas cagaar,45,1.2,8.8,0.2
Yoghurtdryck typ ayran,28,1.7,2.3,1.4
Bröd vitt mjukt typ chapati,258,4.3,41.8,7.6
Gryta köttgryta typ suqaar,92,7.3,3.0,5.3
Kebab m. lamm hemlagad,208,16.7,1.6,14.9
Biryani ris m. kyckling lammkött grönsaker,167,7.8,20.1,5.7
Yoghurtsås m. tahini citron,111,4.2,5.1,8.1
Potatisgratäng kylvara tillagad,120,2.1,10.9,7.1
Kakaobönor,576,12.6,0.0,51.9
Choklad ljus vegansk,557,3.3,53.4,35.8
Gelégodis u. gelatin,327,0.6,79.2,0.0
Mango torkad,296,2.6,64.0,0.9
Gojibär torkade,279,11.2,47.2,2.4
Glykossirap,324,0.0,79.8,0.0
Näringsjäst,332,46.6,12.6,5.2
Havreris kokt m. salt,170,5.6,28.5,2.7
Lakritsgodis,350,5.1,80.1,0.2
Hirs kokt m. salt,98,2.7,20.1,0.6
Kokosbaserad bit riven fett ca 20% som alternativ till ost,274,0.0,18.0,22.0
Kokosbaserad bit fett ca 20% som alternativ till ost,282,0.0,20.4,22.0
Korv kryddkorv kött ca 75%,244,11.8,3.4,20.6
Dippsås m. gräddfil dippmix,150,3.7,8.5,11.2
Snabbkaffe koffeinfritt pulver,304,22.5,38.1,1.0
Mullbär,56,1.2,10.5,0.4
Te fermenterat m. fruktjuice,12,0.0,1.8,0.0
Te fermenterat m. sötningsmedel,8,0.0,2.0,0.0
Färskost ricotta fett ca 10%,146,10.2,2.0,10.9
Wasabirot,104,4.8,15.8,0.6
Macadamianötter,740,7.9,5.2,75.8
Quinoa okokt,356,14.4,56.8,6.1
Quinoamjöl,343,14.4,52.5,5.6
Tempeh,207,18.6,8.2,10.8
Arrowrotmjöl,354,1.0,85.2,0.2
Vinblad konserv.,61,4.3,1.8,2.0
Hampamjöl avfettat,298,22.3,3.8,11.1
Kakaosmör,884,0.0,0.0,100.0
Röd pepparsås,60,12.9,0.0,0.8
Shiitakesvamp,18,1.8,0.5,0.3
Ostronskivling,26,2.0,2.6,0.4
Blåbär amerikanska,54,0.3,10.6,0.4
Odon,42,0.4,7.2,0.7
Rönnbär,80,1.1,12.9,1.2
Aronia svart,53,0.4,8.9,0.6
Aronia torkad pulver,277,5.1,34.7,2.4
Rågkli,278,14.0,26.7,4.3
Ärtskott,23,3.3,0.6,0.4
Kakaopulver fett 10-15%,368,21.2,24.8,14.4
Korv kryddkorv kött ca 75% stekt,258,12.5,3.6,21.8
Köttbullar stekta frysvara,264,15.2,8.0,18.8
Korv falukorv stekt fett ca 22 % kött 58% ,254,9.6,5.4,21.8
Frityrolja,884,0.0,0.0,100.0
Mjuk kaka tårtbotten glutenfri,311,4.0,65.3,3.3
Crème fraiche fett 32%,323,2.3,3.3,32.0
Nöt färs m. morot blomkål rå,106,10.7,2.3,5.8
Rödbetssallad m. creme fraiche kylvara,210,1.4,13.7,16.5
Rödbetssallad u. ägg kylvara,222,0.8,10.5,19.7
Schnitzel kalv stekt,211,19.9,9.6,10.1
Kanelbulle glutenfri,340,2.6,47.5,15.2
Muffins glutenfri,333,5.5,43.6,14.7
Kladdkaka glutenfri,395,6.1,45.0,20.4
Småkakor glutenfria hembakade,425,2.7,57.8,19.9
Krabba vitt kött kokt,86,20.5,0.0,0.3
Krabba brunt kött kokt,163,18.8,4.4,7.8
Kex m. kola rispuffar mjölkchokladöverdrag,499,5.2,60.7,25.8
Maltkulor m. mjölkchokladöverdrag,498,7.6,63.5,23.3
Nöt färs m. ärtprotein,190,21.9,1.7,10.5
Hampafrö,609,30.0,2.8,52.0
Dadlar peanut,389,6.6,59.7,12.3
Swebar chokladboll,412,30.0,40.0,14.0
Swebar kladdkaka,420,30.0,42.0,16.0
Wafer nicks,471,9.1,34.0,36.0
Estrella nötmix,530,14.6,43.0,32.0
Protinella,496,15.4,41.2,35.1
Sojayoghurt,60,4.5,4.3,2.2
Sojamjölk,36,3.5,0.8,2.0
Ica ljust frö,255,5.4,39.0,7.1
Bregott,633,0.3,8.7,70.0
Marabou dukat,634,3.5,44.0,49.0
Barbell cashew,367,36.0,30.0,15.0
Barbell santa,349,25.0,34.0,15.0
Barbell coockies caramel,360,36.0,31.0,15.0
Barbell choco,370,28.0,31.0,17.0
Hårdost emmentaler 30,386,29.0,0.0,30.0
Beanaise garant,600,0.5,0.5,66.0
Coleslaw eldorado,300,0.7,6.6,30.0
Koreansk morotssallad,80,1.1,10,3.5
Grillost chili,278,21,1.2,21
Veg chorizo,219.0,14.0,4.0,16.0
Grönkålsbiff,182.0,6.3,15.0,9.6
Ica frö ljust,255,5.4,39,7.1
Nutramino chocolate, 510,30.0,26.0,33.0
Lohilo salted caramel, 360,29.0,38.0,15.0
Dadlar lakrits,320,2.4,67.8,2.6
